2.7163e-10,5.4325e-10,6.5286e-10,5.4325e-10,2.7163e-10,0,-2.7163e-10,-5.4325e-10,-6.5286e-10,-5.4325e-10,-2.7163e-10,0,5.4325e-10,1.0865e-09,1.3057e-09,1.0865e-09,5.4325e-10,0
-2.195e-10,-4.39e-10,1.8316e-09,-4.39e-10,-2.195e-10,0,2.195e-10,4.39e-10,-1.8316e-09,4.39e-10,2.195e-10,0,-4.39e-10,-8.78e-10,3.6631e-09,-8.78e-10,-4.39e-10,0
-5.7208e-11,-1.1442e-10,-1.2913e-09,-1.1442e-10,-5.7208e-11,0,5.7208e-11,1.1442e-10,1.2913e-09,1.1442e-10,5.7208e-11,0,-1.1442e-10,-2.2883e-10,-2.5826e-09,-2.2883e-10,-1.1442e-10,0
-955.25,-1910.5,-2865.7,-1910.5,-955.25,0,955.25,1910.5,2865.7,1910.5,955.25,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0
-2728.7,-5457.3,-8186,-5457.3,-2728.7,0,2728.7,5457.3,8186,5457.3,2728.7,0,-5457.3,-10915,-16372,-10915,-5457.3,0
-22926,-45852,-68778,-45852,-22926,0,22926,45852,68778,45852,22926,0,-45852,-91704,-1.3756e+05,-91704,-45852,0
1.0678e-10,2.1356e-10,2.1136e-09,2.1356e-10,1.0678e-10,0,-1.0678e-10,-2.1356e-10,-2.1136e-09,-2.1356e-10,-1.0678e-10,0,2.1356e-10,4.2712e-10,4.2272e-09,4.2712e-10,2.1356e-10,0
-3.5015e-12,-7.003e-12,-9.7241e-10,-7.003e-12,-3.5015e-12,0,3.5015e-12,7.003e-12,9.7241e-10,7.003e-12,3.5015e-12,0,-7.003e-12,-1.4006e-11,-1.9448e-09,-1.4006e-11,-7.003e-12,0
-3.2531e-10,-6.5062e-10,-4.7595e-10,-6.5062e-10,-3.2531e-10,0,3.2531e-10,6.5062e-10,4.7595e-10,6.5062e-10,3.2531e-10,0,-6.5062e-10,-1.3012e-09,-9.519e-10,-1.3012e-09,-6.5062e-10,0
-955.25,-1910.5,-2865.7,-1910.5,-955.25,0,955.25,1910.5,2865.7,1910.5,955.25,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0
2728.7,5457.3,8186,5457.3,2728.7,0,-2728.7,-5457.3,-8186,-5457.3,-2728.7,0,5457.3,10915,16372,10915,5457.3,0
-22926,-45852,-68778,-45852,-22926,0,22926,45852,68778,45852,22926,0,-45852,-91704,-1.3756e+05,-91704,-45852,0
1910.5,3821,5731.5,3821,1910.5,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0,3821,7642,11463,7642,3821,0
1.3588e-10,2.7177e-10,1.1532e-09,2.7177e-10,1.3588e-10,0,-1.3588e-10,-2.7177e-10,-1.1532e-09,-2.7177e-10,-1.3588e-10,0,2.7177e-10,5.4354e-10,2.3064e-09,5.4354e-10,2.7177e-10,0
-4.2717e-10,-8.5435e-10,-2.1402e-10,-8.5435e-10,-4.2717e-10,0,4.2717e-10,8.5435e-10,2.1402e-10,8.5435e-10,4.2717e-10,0,-8.5435e-10,-1.7087e-09,-4.2803e-10,-1.7087e-09,-8.5435e-10,0
-955.25,-1910.5,-2865.7,-1910.5,-955.25,0,955.25,1910.5,2865.7,1910.5,955.25,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0
2728.7,5457.3,8186,5457.3,2728.7,0,-2728.7,-5457.3,-8186,-5457.3,-2728.7,0,5457.3,10915,16372,10915,5457.3,0
22926,45852,68778,45852,22926,0,-22926,-45852,-68778,-45852,-22926,0,45852,91704,1.3756e+05,91704,45852,0
1910.5,3821,5731.5,3821,1910.5,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0,3821,7642,11463,7642,3821,0
1.4215e-10,2.8431e-10,1.8703e-10,2.8431e-10,1.4215e-10,0,-1.4215e-10,-2.8431e-10,-1.8703e-10,-2.8431e-10,-1.4215e-10,0,2.8431e-10,5.6862e-10,3.7407e-10,5.6862e-10,2.8431e-10,0
-1.63e-10,-3.26e-10,1.5424e-10,-3.26e-10,-1.63e-10,0,1.63e-10,3.26e-10,-1.5424e-10,3.26e-10,1.63e-10,0,-3.26e-10,-6.5199e-10,3.0848e-10,-6.5199e-10,-3.26e-10,0
-955.25,-1910.5,-2865.7,-1910.5,-955.25,0,955.25,1910.5,2865.7,1910.5,955.25,0,-1910.5,-3821,-5731.5,-3821,-1910.5,0
-2728.7,-5457.3,-8186,-5457.3,-2728.7,0,2728.7,5457.3,8186,5457.3,2728.7,0,-5457.3,-10915,-16372,-10915,-5457.3,0
22926,45852,68778,45852,22926,0,-22926,-45852,-68778,-45852,-22926,0,45852,91704,1.3756e+05,91704,45852,0
-3.6303e-11,-7.2606e-11,1.5075e-11,-7.2606e-11,-3.6303e-11,0,3.6303e-11,7.2606e-11,-1.5075e-11,7.2606e-11,3.6303e-11,0,-7.2606e-11,-1.4521e-10,3.0149e-11,-1.4521e-10,-7.2606e-11,0
-1.2656e-11,-2.5313e-11,2.2351e-11,-2.5313e-11,-1.2656e-11,0,1.2656e-11,2.5313e-11,-2.2351e-11,2.5313e-11,1.2656e-11,0,-2.5313e-11,-5.0625e-11,4.4701e-11,-5.0625e-11,-2.5313e-11,0
3.421e-11,6.8421e-11,-1.2628e-12,6.8421e-11,3.421e-11,0,-3.421e-11,-6.8421e-11,1.2628e-12,-6.8421e-11,-3.421e-11,0,6.8421e-11,1.3684e-10,-2.5255e-12,1.3684e-10,6.8421e-11,0
