0.0039988,0.0079976,0.011996,0.0079976,0.0039988,0,-0.0039988,-0.0079976,-0.011996,-0.0079976,-0.0039988,0,0.0079976,0.015995,0.023993,0.015995,0.0079976,0
2.2908e-07,4.5816e-07,6.8724e-07,4.5816e-07,2.2908e-07,0,-2.2908e-07,-4.5816e-07,-6.8724e-07,-4.5816e-07,-2.2908e-07,0,4.5816e-07,9.1632e-07,1.3745e-06,9.1632e-07,4.5816e-07,0
0.00024899,0.00049799,0.00074698,0.00049799,0.00024899,0,-0.00024899,-0.00049799,-0.00074698,-0.00049799,-0.00024899,0,0.00049799,0.00099598,0.001494,0.00099598,0.00049799,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0039988,0.0079976,0.011996,0.0079976,0.0039988,0,-0.0039988,-0.0079976,-0.011996,-0.0079976,-0.0039988,0,0.0079976,0.015995,0.023993,0.015995,0.0079976,0
-2.2908e-07,-4.5816e-07,-6.8724e-07,-4.5816e-07,-2.2908e-07,0,2.2908e-07,4.5816e-07,6.8724e-07,4.5816e-07,2.2908e-07,0,-4.5816e-07,-9.1632e-07,-1.3745e-06,-9.1632e-07,-4.5816e-07,0
0.00024899,0.00049799,0.00074698,0.00049799,0.00024899,0,-0.00024899,-0.00049799,-0.00074698,-0.00049799,-0.00024899,0,0.00049799,0.00099598,0.001494,0.00099598,0.00049799,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.008,0.012,0.008,0.004,0,-0.004,-0.008,-0.012,-0.008,-0.004,0,0.008,0.016,0.024,0.016,0.008,0
5.5297e-09,1.1059e-08,1.6589e-08,1.1059e-08,5.5297e-09,0,-5.5297e-09,-1.1059e-08,-1.6589e-08,-1.1059e-08,-5.5297e-09,0,1.1059e-08,2.2119e-08,3.3178e-08,2.2119e-08,1.1059e-08,0
-0.00024917,-0.00049835,-0.00074752,-0.00049835,-0.00024917,0,0.00024917,0.00049835,0.00074752,0.00049835,0.00024917,0,-0.00049835,-0.0009967,-0.001495,-0.0009967,-0.00049835,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0.008,0.012,0.008,0.004,0,-0.004,-0.008,-0.012,-0.008,-0.004,0,0.008,0.016,0.024,0.016,0.008,0
-5.5297e-09,-1.1059e-08,-1.6589e-08,-1.1059e-08,-5.5297e-09,0,5.5297e-09,1.1059e-08,1.6589e-08,1.1059e-08,5.5297e-09,0,-1.1059e-08,-2.2119e-08,-3.3178e-08,-2.2119e-08,-1.1059e-08,0
-0.00024917,-0.00049835,-0.00074752,-0.00049835,-0.00024917,0,0.00024917,0.00049835,0.00074752,0.00049835,0.00024917,0,-0.00049835,-0.0009967,-0.001495,-0.0009967,-0.00049835,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8985e-05,9.7971e-05,0.00014696,9.7971e-05,4.8985e-05,0,-4.8985e-05,-9.7971e-05,-0.00014696,-9.7971e-05,-4.8985e-05,0,9.7971e-05,0.00019594,0.00029391,0.00019594,9.7971e-05,0
4.238e-06,8.476e-06,1.2714e-05,8.476e-06,4.238e-06,0,-4.238e-06,-8.476e-06,-1.2714e-05,-8.476e-06,-4.238e-06,0,8.476e-06,1.6952e-05,2.5428e-05,1.6952e-05,8.476e-06,0
4.2746e-05,8.5491e-05,0.00012824,8.5491e-05,4.2746e-05,0,-4.2746e-05,-8.5491e-05,-0.00012824,-8.5491e-05,-4.2746e-05,0,8.5491e-05,0.00017098,0.00025647,0.00017098,8.5491e-05,0
0.00018748,0.00037496,0.00056243,0.00037496,0.00018748,0,-0.00018748,-0.00037496,-0.00056243,-0.00037496,-0.00018748,0,0.00037496,0.00074991,0.0011249,0.00074991,0.00037496,0
2.9237e-06,5.8475e-06,8.7712e-06,5.8475e-06,2.9237e-06,0,-2.9237e-06,-5.8475e-06,-8.7712e-06,-5.8475e-06,-2.9237e-06,0,5.8475e-06,1.1695e-05,1.7542e-05,1.1695e-05,5.8475e-06,0
8.2048e-05,0.0001641,0.00024614,0.0001641,8.2048e-05,0,-8.2048e-05,-0.0001641,-0.00024614,-0.0001641,-8.2048e-05,0,0.0001641,0.00032819,0.00049229,0.00032819,0.0001641,0
0.00040706,0.00081413,0.0012212,0.00081413,0.00040706,0,-0.00040706,-0.00081413,-0.0012212,-0.00081413,-0.00040706,0,0.00081413,0.0016283,0.0024424,0.0016283,0.00081413,0
2.7856e-06,5.5712e-06,8.3569e-06,5.5712e-06,2.7856e-06,0,-2.7856e-06,-5.5712e-06,-8.3569e-06,-5.5712e-06,-2.7856e-06,0,5.5712e-06,1.1142e-05,1.6714e-05,1.1142e-05,5.5712e-06,0
0.00011708,0.00023416,0.00035124,0.00023416,0.00011708,0,-0.00011708,-0.00023416,-0.00035124,-0.00023416,-0.00011708,0,0.00023416,0.00046832,0.00070249,0.00046832,0.00023416,0
0.00069862,0.0013972,0.0020959,0.0013972,0.00069862,0,-0.00069862,-0.0013972,-0.0020959,-0.0013972,-0.00069862,0,0.0013972,0.0027945,0.0041917,0.0027945,0.0013972,0
